"UniqueID","sold","biddable","startprice","condition","cellular","carrier","color","storage","productline","noDescription","charCountDescription","upperCaseDescription","startprice_99end"
11731,1,"not biddable",69,"for parts or not working","Unknown","Unknown","White","Less than 128 GB","Unknown","no description",0,0,"not a 99 ending"
11732,1,"biddable",9.99,"for parts or not working","No cellular","None","White","Less than 128 GB","iPad mini","contains description",101,4,"99 ending"
11733,0,"not biddable",59.99,"for parts or not working","Unknown","Unknown","Unknown","Unknown","iPad 1","contains description",96,3,"99 ending"
11734,1,"biddable",10,"for parts or not working","No cellular","None","White","Less than 128 GB","iPad 3","no description",0,0,"not a 99 ending"
11735,1,"not biddable",99.95,"for parts or not working","Cellular","Verizon","Unknown","Less than 128 GB","iPad 3","contains description",94,8,"not a 99 ending"
11736,1,"biddable",0.01,"for parts or not working","No cellular","None","Space Gray","Less than 128 GB","iPad mini 2","no description",0,0,"not a 99 ending"
11737,1,"biddable",75,"for parts or not working","No cellular","None","Unknown","Less than 128 GB","iPad 2","contains description",78,2,"not a 99 ending"
11738,1,"not biddable",36.95,"for parts or not working","No cellular","None","Unknown","Less than 128 GB","iPad 1","contains description",70,10,"not a 99 ending"
11739,0,"not biddable",128,"for parts or not working","No cellular","None","White","Less than 128 GB","iPad 3","contains description",101,2,"not a 99 ending"
11740,1,"not biddable",99.99,"for parts or not working","No cellular","None","Black","Unknown","iPad mini","contains description",100,7,"99 ending"
11741,0,"biddable",99.99,"for parts or not working","No cellular","None","Unknown","Less than 128 GB","iPad mini","no description",0,0,"99 ending"
11742,0,"not biddable",100,"for parts or not working","Unknown","Unknown","White","Unknown","iPad mini","no description",0,0,"not a 99 ending"
11743,0,"not biddable",130,"for parts or not working","No cellular","None","Space Gray","Less than 128 GB","iPad mini","no description",0,0,"not a 99 ending"
11744,1,"biddable",0.99,"for parts or not working","No cellular","None","Black","Less than 128 GB","iPad 4","contains description",41,2,"99 ending"
11745,0,"not biddable",99.99,"for parts or not working","Cellular","Verizon","Unknown","Less than 128 GB","iPad 3","contains description",87,3,"99 ending"
11746,0,"biddable",155.99,"for parts or not working","No cellular","None","Unknown","Less than 128 GB","iPad 4","no description",0,0,"99 ending"
11747,0,"not biddable",119.99,"for parts or not working","Cellular","Verizon","Unknown","Less than 128 GB","iPad 2","no description",0,0,"99 ending"
11748,0,"biddable",65,"for parts or not working","Unknown","Unknown","Black","Unknown","Unknown","contains description",47,2,"not a 99 ending"
11749,0,"not biddable",65,"for parts or not working","No cellular","None","Black","Less than 128 GB","iPad 2","no description",0,0,"not a 99 ending"
11750,0,"not biddable",165,"for parts or not working","Unknown","Unknown","Unknown","Less than 128 GB","iPad mini","contains description",100,2,"not a 99 ending"
11751,0,"not biddable",66.99,"for parts or not working","No cellular","None","Unknown","Less than 128 GB","iPad 2","contains description",99,18,"99 ending"
11752,0,"not biddable",199,"for parts or not working","No cellular","None","Unknown","Less than 128 GB","iPad mini","contains description",49,1,"99 ending"
11753,1,"not biddable",55.66,"for parts or not working","Cellular","Verizon","White","Less than 128 GB","iPad 1","contains description",97,6,"not a 99 ending"
11754,0,"not biddable",79,"for parts or not working","Unknown","Unknown","Unknown","Unknown","iPad mini","contains description",97,5,"not a 99 ending"
11755,0,"not biddable",142.49,"for parts or not working","Unknown","Unknown","Unknown","Unknown","iPad 2","no description",0,0,"not a 99 ending"
11756,0,"not biddable",85,"for parts or not working","No cellular","None","Black","Less than 128 GB","iPad 2","contains description",19,4,"not a 99 ending"
11757,1,"biddable",99.99,"for parts or not working","Cellular","Unknown","Unknown","Less than 128 GB","iPad Air 1/2","no description",0,0,"99 ending"
11758,1,"biddable",0.99,"for parts or not working","Cellular","Unknown","Black","Less than 128 GB","iPad 3","no description",0,0,"99 ending"
11759,1,"not biddable",59,"for parts or not working","Unknown","Unknown","Unknown","Unknown","iPad Air 1/2","contains description",65,26,"not a 99 ending"
11760,0,"not biddable",99.95,"for parts or not working","No cellular","None","Unknown","Less than 128 GB","iPad Air 1/2","no description",0,0,"not a 99 ending"
11761,0,"not biddable",100,"for parts or not working","Unknown","Unknown","Unknown","Unknown","Unknown","contains description",13,1,"not a 99 ending"
11762,1,"biddable",100,"for parts or not working","No cellular","None","White","Less than 128 GB","iPad Air 1/2","contains description",99,2,"not a 99 ending"
11763,0,"not biddable",100,"for parts or not working","Unknown","Unknown","Unknown","Unknown","Unknown","no description",0,0,"not a 99 ending"
11764,1,"not biddable",91,"for parts or not working","Unknown","Unknown","Unknown","Unknown","Unknown","no description",0,0,"not a 99 ending"
11765,0,"biddable",500,"for parts or not working","Unknown","Unknown","Unknown","Unknown","Unknown","no description",0,0,"not a 99 ending"
11766,1,"biddable",45,"for parts or not working","No cellular","None","Unknown","Less than 128 GB","iPad mini","no description",0,0,"not a 99 ending"
11767,0,"not biddable",19.99,"for parts or not working","Unknown","Unknown","Unknown","Unknown","Unknown","contains description",80,3,"99 ending"
11768,0,"not biddable",155,"for parts or not working","No cellular","None","White","Less than 128 GB","iPad mini 2","contains description",42,1,"not a 99 ending"
11769,0,"biddable",25,"for parts or not working","No cellular","None","White","Less than 128 GB","Unknown","no description",0,0,"not a 99 ending"
11770,0,"not biddable",150,"for parts or not working","Cellular","AT&T","White","Less than 128 GB","iPad 2","no description",0,0,"not a 99 ending"
11771,0,"not biddable",415,"new","No cellular","None","White","Less than 128 GB","iPad Air 1/2","no description",0,0,"not a 99 ending"
11772,0,"not biddable",319.99,"used","Unknown","Unknown","Space Gray","Less than 128 GB","iPad Air 1/2","contains description",14,2,"99 ending"
11773,1,"biddable",99,"used","No cellular","None","White","Less than 128 GB","iPad mini","contains description",98,3,"99 ending"
11774,0,"not biddable",179.95,"used","No cellular","None","Unknown","Less than 128 GB","iPad 3","no description",0,0,"not a 99 ending"
11775,0,"not biddable",104.99,"used","Cellular","AT&T","Unknown","Less than 128 GB","iPad 1","contains description",99,5,"99 ending"
11776,1,"biddable",275,"for parts or not working","Cellular","Unknown","Black","Unknown","iPad 1","contains description",86,12,"not a 99 ending"
11777,0,"biddable",325,"new","Unknown","Unknown","White","Less than 128 GB","iPad mini3","no description",0,0,"not a 99 ending"
11778,1,"biddable",9.99,"for parts or not working","Cellular","AT&T","Unknown","Less than 128 GB","iPad 3","contains description",92,10,"99 ending"
11779,0,"not biddable",379.99,"used","No cellular","None","Unknown","Less than 128 GB","iPad mini","no description",0,0,"99 ending"
11780,0,"not biddable",279,"for parts or not working","No cellular","None","Black","Less than 128 GB","iPad 2","no description",0,0,"not a 99 ending"
11781,0,"not biddable",264.99,"refurbished","No cellular","None","White","Less than 128 GB","iPad 4","contains description",101,78,"99 ending"
11782,0,"not biddable",579.99,"new","Cellular","AT&T","Unknown","128 GB","iPad Air 1/2","no description",0,0,"99 ending"
11783,1,"biddable",0.99,"new","No cellular","None","Unknown","Less than 128 GB","iPad mini","no description",0,0,"99 ending"
11784,1,"not biddable",249.95,"used","No cellular","None","Unknown","Less than 128 GB","iPad 4","contains description",53,3,"not a 99 ending"
11785,1,"biddable",19.95,"for parts or not working","No cellular","None","White","Less than 128 GB","iPad 2","contains description",96,5,"not a 99 ending"
11786,0,"not biddable",379.99,"new","No cellular","None","White","Less than 128 GB","iPad Air 1/2","no description",0,0,"99 ending"
11787,1,"not biddable",149.95,"used","No cellular","None","Unknown","Less than 128 GB","iPad mini 2","contains description",97,4,"not a 99 ending"
11788,0,"not biddable",149.95,"refurbished","No cellular","None","Black","Less than 128 GB","iPad 2","no description",0,0,"not a 99 ending"
11789,0,"not biddable",309.95,"used","Cellular","Verizon","Black","Less than 128 GB","iPad mini3","no description",0,0,"not a 99 ending"
11790,0,"not biddable",324.9,"new","Cellular","AT&T","Black","Less than 128 GB","iPad 4","contains description",96,5,"not a 99 ending"
11791,1,"biddable",349.99,"new","No cellular","None","White","Less than 128 GB","iPad Air 1/2","no description",0,0,"99 ending"
11792,0,"not biddable",375,"used","Cellular","Verizon","White","Less than 128 GB","iPad Air 1/2","contains description",97,3,"not a 99 ending"
11793,0,"not biddable",319.98,"new","No cellular","None","White","Less than 128 GB","iPad mini 2","no description",0,0,"not a 99 ending"
11794,0,"not biddable",374.95,"used","Cellular","Verizon","Black","Less than 128 GB","iPad Air 1/2","no description",0,0,"not a 99 ending"
11795,0,"not biddable",379.99,"new","No cellular","None","Space Gray","Less than 128 GB","iPad mini3","no description",0,0,"99 ending"
11796,0,"biddable",80,"used","Unknown","Unknown","Unknown","Less than 128 GB","Unknown","no description",0,0,"not a 99 ending"
11797,1,"not biddable",339,"new","No cellular","None","White","Less than 128 GB","iPad mini Retina","no description",0,0,"not a 99 ending"
11798,0,"not biddable",509,"used","Cellular","AT&T","Unknown","Less than 128 GB","iPad Air 1/2","contains description",27,1,"not a 99 ending"
11799,0,"not biddable",229,"used","No cellular","None","Unknown","Less than 128 GB","iPad Air 1/2","contains description",16,1,"not a 99 ending"
11800,0,"not biddable",299.99,"new","Cellular","Sprint/T-Mobile","Unknown","Less than 128 GB","iPad mini","no description",0,0,"99 ending"
11801,0,"not biddable",74.99,"for parts or not working","No cellular","None","Unknown","Less than 128 GB","iPad mini","contains description",72,2,"99 ending"
11802,1,"not biddable",250,"used","No cellular","None","Space Gray","Less than 128 GB","iPad Air 1/2","no description",0,0,"not a 99 ending"
11803,0,"not biddable",124.99,"used","Cellular","Unknown","Black","Less than 128 GB","iPad 1","contains description",100,76,"99 ending"
11804,1,"not biddable",409.99,"refurbished","Unknown","AT&T","White","Unknown","Unknown","contains description",99,5,"99 ending"
11805,1,"not biddable",219.99,"used","Cellular","AT&T","Unknown","Less than 128 GB","iPad 4","no description",0,0,"99 ending"
11806,0,"not biddable",100,"used","No cellular","None","Unknown","Less than 128 GB","iPad 1","no description",0,0,"not a 99 ending"
11807,1,"not biddable",199.99,"used","Cellular","AT&T","Black","Less than 128 GB","iPad 3","contains description",97,4,"99 ending"
11808,1,"biddable",0.99,"used","No cellular","None","Unknown","Less than 128 GB","iPad 4","no description",0,0,"99 ending"
11809,1,"biddable",49.99,"used","Cellular","AT&T","Black","Less than 128 GB","iPad 1","contains description",97,4,"99 ending"
11810,1,"biddable",149.99,"used","Cellular","Verizon","Black","Less than 128 GB","iPad 2","contains description",97,4,"99 ending"
11811,0,"not biddable",199.99,"refurbished","Unknown","None","Black","Unknown","Unknown","contains description",98,5,"99 ending"
11812,1,"not biddable",36.95,"for parts or not working","No cellular","None","Unknown","Less than 128 GB","iPad 1","contains description",70,10,"not a 99 ending"
11813,0,"not biddable",298,"new","Cellular","AT&T","Black","Less than 128 GB","iPad 3","contains description",99,7,"not a 99 ending"
11814,1,"not biddable",319.99,"used","Unknown","Unknown","Unknown","Unknown","Unknown","contains description",99,1,"99 ending"
11815,0,"not biddable",209,"refurbished","No cellular","None","Unknown","Less than 128 GB","iPad mini","contains description",101,4,"not a 99 ending"
11816,1,"not biddable",319.99,"used","Unknown","Unknown","Unknown","Unknown","Unknown","contains description",99,1,"99 ending"
11817,1,"not biddable",419.99,"used","Unknown","Unknown","Unknown","Unknown","Unknown","contains description",96,2,"99 ending"
11818,0,"not biddable",249,"refurbished","Cellular","AT&T","White","Less than 128 GB","iPad 4","contains description",26,2,"not a 99 ending"
11819,0,"not biddable",249,"refurbished","Unknown","Unknown","Unknown","Unknown","Unknown","contains description",101,4,"not a 99 ending"
11820,1,"not biddable",179.99,"used","Cellular","AT&T","Unknown","Less than 128 GB","iPad mini","contains description",99,1,"99 ending"
11821,1,"not biddable",159.99,"used","Unknown","Unknown","Unknown","Unknown","Unknown","contains description",96,2,"99 ending"
11822,0,"not biddable",279.99,"used","Cellular","AT&T","Space Gray","Less than 128 GB","iPad Air 1/2","contains description",48,9,"99 ending"
