"biddable","startprice","condition","cellular","carrier","color","storage","productline","sold","UniqueID","noDescription","charCountDescription","upperCaseDescription","startprice_99end"
"biddable",40,"for parts or not working","No cellular","None","Unknown","16/32/64 GB","iPad 2",1,11667,"no description",94,76,"not a 99 ending"
"not biddable",119.99,"for parts or not working","No cellular","None","Unknown","16/32/64 GB","iPad mini",0,11668,"contains description",0,0,"99 ending"
"biddable",74.99,"for parts or not working","No cellular","None","Black","16/32/64 GB","iPad 2",1,11669,"no description",38,1,"99 ending"
"biddable",29.95,"for parts or not working","No cellular","None","Black","16/32/64 GB","iPad 2",1,11670,"contains description",0,0,"not a 99 ending"
"biddable",40,"for parts or not working","Cellular","Verizon","White","16/32/64 GB","iPad 2",1,11671,"contains description",0,0,"not a 99 ending"
"biddable",50,"for parts or not working","No cellular","None","Unknown","16/32/64 GB","iPad mini",1,11672,"contains description",0,0,"not a 99 ending"
"not biddable",129.95,"for parts or not working","No cellular","None","Black","16/32/64 GB","iPad 2",0,11673,"no description",38,1,"not a 99 ending"
"biddable",45,"for parts or not working","No cellular","None","Unknown","16/32/64 GB","iPad mini",0,11674,"contains description",0,0,"not a 99 ending"
"not biddable",129.95,"for parts or not working","Cellular","Unknown","Black","16/32/64 GB","iPad 2",0,11675,"no description",99,3,"not a 99 ending"
"not biddable",54.99,"for parts or not working","Cellular","AT&T","Black","16/32/64 GB","iPad 1",1,11676,"no description",55,1,"99 ending"
"not biddable",189.99,"for parts or not working","No cellular","None","Unknown","16/32/64 GB","iPad Air 1/2",0,11677,"contains description",0,0,"99 ending"
"biddable",1,"for parts or not working","Unknown","Unknown","Unknown","16/32/64 GB","iPad 3",1,11678,"contains description",0,0,"not a 99 ending"
"biddable",70,"for parts or not working","No cellular","None","Unknown","16/32/64 GB","iPad mini",1,11679,"contains description",0,0,"not a 99 ending"
"biddable",49.99,"for parts or not working","No cellular","None","Black","16/32/64 GB","iPad 1",1,11680,"no description",111,10,"99 ending"
"biddable",0.99,"for parts or not working","No cellular","None","Unknown","16/32/64 GB","iPad 2",1,11681,"no description",100,5,"99 ending"
"not biddable",399.99,"for parts or not working","Cellular","AT&T","Unknown","16/32/64 GB","iPad Air 1/2",0,11682,"no description",61,4,"99 ending"
"biddable",149.98,"for parts or not working","No cellular","None","Unknown","16/32/64 GB","iPad 4",0,11683,"no description",36,16,"not a 99 ending"
"not biddable",157,"for parts or not working","Cellular","Verizon","Unknown","16/32/64 GB","iPad 2",0,11684,"no description",38,32,"not a 99 ending"
"biddable",160,"for parts or not working","No cellular","None","Unknown","16/32/64 GB","iPad 2",0,11685,"no description",99,1,"not a 99 ending"
"biddable",50,"for parts or not working","Unknown","Unknown","Space Gray","Unknown","Unknown",1,11686,"contains description",0,0,"not a 99 ending"
"not biddable",100,"for parts or not working","No cellular","None","Unknown","16/32/64 GB","iPad mini",0,11687,"contains description",0,0,"not a 99 ending"
"biddable",1,"for parts or not working","No cellular","None","Unknown","16/32/64 GB","iPad Air 1/2",1,11688,"no description",14,1,"not a 99 ending"
"biddable",0.99,"for parts or not working","No cellular","None","Black","16/32/64 GB","iPad mini",1,11689,"no description",98,2,"99 ending"
"biddable",0.99,"for parts or not working","No cellular","None","Unknown","16/32/64 GB","iPad 4",1,11690,"no description",100,5,"99 ending"
"biddable",0.99,"for parts or not working","No cellular","None","Unknown","16/32/64 GB","iPad mini",0,11691,"no description",100,5,"99 ending"
"not biddable",150,"for parts or not working","Unknown","Unknown","White","16/32/64 GB","iPad 4",0,11692,"contains description",0,0,"not a 99 ending"
"biddable",224.99,"for parts or not working","Cellular","Verizon","Unknown","16/32/64 GB","iPad 4",0,11693,"no description",93,3,"99 ending"
"biddable",15,"for parts or not working","No cellular","None","Unknown","16/32/64 GB","iPad 2",1,11694,"contains description",0,0,"not a 99 ending"
"biddable",75,"for parts or not working","Unknown","Unknown","Space Gray","16/32/64 GB","Unknown",1,11695,"contains description",0,0,"not a 99 ending"
"not biddable",55,"for parts or not working","Unknown","Unknown","Unknown","Unknown","iPad 1",0,11696,"contains description",0,0,"not a 99 ending"
"not biddable",250,"for parts or not working","No cellular","None","Unknown","16/32/64 GB","iPad 2",1,11697,"contains description",0,0,"not a 99 ending"
"not biddable",89.99,"for parts or not working","No cellular","None","Unknown","16/32/64 GB","iPad 2",0,11698,"no description",88,10,"99 ending"
"biddable",99.99,"for parts or not working","Unknown","Unknown","Unknown","Unknown","iPad 4",0,11699,"contains description",0,0,"99 ending"
"biddable",19.99,"for parts or not working","Unknown","Unknown","Space Gray","16/32/64 GB","Unknown",0,11700,"contains description",0,0,"99 ending"
"biddable",62,"for parts or not working","Unknown","Unknown","White","Unknown","iPad mini",1,11701,"contains description",0,0,"not a 99 ending"
"not biddable",144.5,"for parts or not working","No cellular","None","Black","16/32/64 GB","iPad 4",1,11702,"no description",99,4,"not a 99 ending"
"not biddable",74.95,"for parts or not working","No cellular","None","Unknown","16/32/64 GB","iPad mini",0,11703,"contains description",0,0,"not a 99 ending"
"biddable",99.95,"for parts or not working","No cellular","None","White","16/32/64 GB","iPad mini",0,11704,"contains description",0,0,"not a 99 ending"
"not biddable",590,"new","Unknown","Unknown","White","16/32/64 GB","Unknown",1,11705,"contains description",0,0,"not a 99 ending"
"biddable",0.99,"for parts or not working","No cellular","None","Unknown","16/32/64 GB","iPad 4",1,11706,"no description",98,3,"99 ending"
"not biddable",29.99,"for parts or not working","Cellular","AT&T","Black","16/32/64 GB","iPad 1",1,11707,"no description",55,1,"99 ending"
"biddable",0.99,"for parts or not working","Unknown","Unknown","Unknown","Unknown","Unknown",1,11708,"no description",100,5,"99 ending"
"biddable",25,"for parts or not working","Unknown","Unknown","Unknown","16/32/64 GB","Unknown",1,11709,"contains description",0,0,"not a 99 ending"
"biddable",0.99,"for parts or not working","No cellular","None","Unknown","16/32/64 GB","iPad mini",1,11710,"no description",89,69,"99 ending"
"biddable",0.99,"for parts or not working","Unknown","Unknown","Unknown","16/32/64 GB","Unknown",1,11711,"contains description",0,0,"99 ending"
"biddable",42,"for parts or not working","No cellular","None","Black","16/32/64 GB","iPad mini",0,11712,"contains description",0,0,"not a 99 ending"
"biddable",150,"for parts or not working","No cellular","None","Unknown","16/32/64 GB","iPad 3",0,11713,"no description",80,2,"not a 99 ending"
"biddable",20,"for parts or not working","Unknown","Unknown","White","Unknown","Unknown",1,11714,"no description",93,41,"not a 99 ending"
"biddable",0.99,"for parts or not working","No cellular","None","White","16/32/64 GB","iPad 3",1,11715,"contains description",0,0,"99 ending"
"biddable",1,"for parts or not working","Unknown","Unknown","Unknown","Unknown","iPad mini",1,11716,"contains description",0,0,"not a 99 ending"
"biddable",20,"for parts or not working","No cellular","None","Space Gray","16/32/64 GB","iPad mini",1,11717,"no description",98,5,"not a 99 ending"
"biddable",100,"for parts or not working","Unknown","Unknown","Unknown","16/32/64 GB","iPad 1",0,11718,"no description",52,2,"not a 99 ending"
"not biddable",196.79,"for parts or not working","Unknown","Unknown","Unknown","Unknown","Unknown",0,11719,"contains description",0,0,"not a 99 ending"
"not biddable",150.87,"for parts or not working","Unknown","Unknown","Unknown","Unknown","Unknown",1,11720,"contains description",0,0,"not a 99 ending"
"not biddable",36.95,"for parts or not working","No cellular","None","Unknown","16/32/64 GB","iPad 1",1,11721,"no description",70,10,"not a 99 ending"
"biddable",0.99,"for parts or not working","Unknown","Unknown","Unknown","Unknown","Unknown",1,11722,"no description",13,2,"99 ending"
"biddable",0.99,"for parts or not working","No cellular","None","Unknown","16/32/64 GB","iPad mini",1,11723,"no description",100,5,"99 ending"
"not biddable",209.9,"for parts or not working","No cellular","None","Unknown","16/32/64 GB","iPad 1",0,11724,"no description",10,1,"not a 99 ending"
"not biddable",80,"for parts or not working","Unknown","Unknown","Unknown","Unknown","iPad 2",1,11725,"no description",54,2,"not a 99 ending"
"biddable",0.99,"for parts or not working","No cellular","None","Black","16/32/64 GB","iPad mini",1,11726,"no description",102,7,"99 ending"
"not biddable",52.99,"for parts or not working","Cellular","AT&T","Black","16/32/64 GB","iPad 1",1,11727,"no description",55,1,"99 ending"
"not biddable",60,"for parts or not working","No cellular","None","Black","16/32/64 GB","iPad mini",0,11728,"contains description",0,0,"not a 99 ending"
"biddable",0.99,"for parts or not working","Unknown","Unknown","Unknown","Unknown","Unknown",1,11729,"no description",70,4,"99 ending"
"biddable",0.99,"for parts or not working","No cellular","None","Unknown","16/32/64 GB","iPad Air 1/2",1,11730,"no description",100,5,"99 ending"
"not biddable",69,"for parts or not working","Unknown","Unknown","White","16/32/64 GB","Unknown",1,11731,"contains description",0,0,"not a 99 ending"
"biddable",9.99,"for parts or not working","No cellular","None","White","16/32/64 GB","iPad mini",1,11732,"no description",101,4,"99 ending"
"not biddable",59.99,"for parts or not working","Unknown","Unknown","Unknown","Unknown","iPad 1",0,11733,"no description",96,3,"99 ending"
"biddable",10,"for parts or not working","No cellular","None","White","16/32/64 GB","iPad 3",1,11734,"contains description",0,0,"not a 99 ending"
"not biddable",99.95,"for parts or not working","Cellular","Verizon","Unknown","16/32/64 GB","iPad 3",1,11735,"no description",94,8,"not a 99 ending"
"biddable",0.01,"for parts or not working","No cellular","None","Space Gray","16/32/64 GB","iPad mini 2",1,11736,"contains description",0,0,"not a 99 ending"
"biddable",75,"for parts or not working","No cellular","None","Unknown","16/32/64 GB","iPad 2",1,11737,"no description",78,2,"not a 99 ending"
"not biddable",36.95,"for parts or not working","No cellular","None","Unknown","16/32/64 GB","iPad 1",1,11738,"no description",70,10,"not a 99 ending"
"not biddable",128,"for parts or not working","No cellular","None","White","16/32/64 GB","iPad 3",0,11739,"no description",101,2,"not a 99 ending"
"not biddable",99.99,"for parts or not working","No cellular","None","Black","Unknown","iPad mini",1,11740,"no description",100,7,"99 ending"
"biddable",99.99,"for parts or not working","No cellular","None","Unknown","16/32/64 GB","iPad mini",0,11741,"contains description",0,0,"99 ending"
"not biddable",100,"for parts or not working","Unknown","Unknown","White","Unknown","iPad mini",0,11742,"contains description",0,0,"not a 99 ending"
"not biddable",130,"for parts or not working","No cellular","None","Space Gray","16/32/64 GB","iPad mini",0,11743,"contains description",0,0,"not a 99 ending"
"biddable",0.99,"for parts or not working","No cellular","None","Black","16/32/64 GB","iPad 4",1,11744,"no description",41,2,"99 ending"
"not biddable",99.99,"for parts or not working","Cellular","Verizon","Unknown","16/32/64 GB","iPad 3",0,11745,"no description",87,3,"99 ending"
"biddable",155.99,"for parts or not working","No cellular","None","Unknown","16/32/64 GB","iPad 4",0,11746,"contains description",0,0,"99 ending"
"not biddable",119.99,"for parts or not working","Cellular","Verizon","Unknown","16/32/64 GB","iPad 2",0,11747,"contains description",0,0,"99 ending"
"biddable",65,"for parts or not working","Unknown","Unknown","Black","Unknown","Unknown",0,11748,"no description",47,2,"not a 99 ending"
"not biddable",65,"for parts or not working","No cellular","None","Black","16/32/64 GB","iPad 2",0,11749,"contains description",0,0,"not a 99 ending"
"not biddable",165,"for parts or not working","Unknown","Unknown","Unknown","16/32/64 GB","iPad mini",0,11750,"no description",100,2,"not a 99 ending"
"not biddable",66.99,"for parts or not working","No cellular","None","Unknown","16/32/64 GB","iPad 2",0,11751,"no description",99,18,"99 ending"
"not biddable",199,"for parts or not working","No cellular","None","Unknown","16/32/64 GB","iPad mini",0,11752,"no description",49,1,"99 ending"
"not biddable",55.66,"for parts or not working","Cellular","Verizon","White","16/32/64 GB","iPad 1",1,11753,"no description",97,6,"not a 99 ending"
"not biddable",79,"for parts or not working","Unknown","Unknown","Unknown","Unknown","iPad mini",0,11754,"no description",97,5,"not a 99 ending"
"not biddable",142.49,"for parts or not working","Unknown","Unknown","Unknown","Unknown","iPad 2",0,11755,"contains description",0,0,"not a 99 ending"
"not biddable",85,"for parts or not working","No cellular","None","Black","16/32/64 GB","iPad 2",0,11756,"no description",19,4,"not a 99 ending"
"biddable",99.99,"for parts or not working","Cellular","Unknown","Unknown","16/32/64 GB","iPad Air 1/2",1,11757,"contains description",0,0,"99 ending"
"biddable",0.99,"for parts or not working","Cellular","Unknown","Black","16/32/64 GB","iPad 3",1,11758,"contains description",0,0,"99 ending"
"not biddable",59,"for parts or not working","Unknown","Unknown","Unknown","Unknown","iPad Air 1/2",1,11759,"no description",65,26,"not a 99 ending"
"not biddable",99.95,"for parts or not working","No cellular","None","Unknown","16/32/64 GB","iPad Air 1/2",0,11760,"contains description",0,0,"not a 99 ending"
"not biddable",100,"for parts or not working","Unknown","Unknown","Unknown","Unknown","Unknown",0,11761,"no description",13,1,"not a 99 ending"
"biddable",100,"for parts or not working","No cellular","None","White","16/32/64 GB","iPad Air 1/2",1,11762,"no description",99,2,"not a 99 ending"
"not biddable",100,"for parts or not working","Unknown","Unknown","Unknown","Unknown","Unknown",0,11763,"contains description",0,0,"not a 99 ending"
"not biddable",91,"for parts or not working","Unknown","Unknown","Unknown","Unknown","Unknown",1,11764,"contains description",0,0,"not a 99 ending"
"biddable",500,"for parts or not working","Unknown","Unknown","Unknown","Unknown","Unknown",0,11765,"contains description",0,0,"not a 99 ending"
"biddable",45,"for parts or not working","No cellular","None","Unknown","16/32/64 GB","iPad mini",1,11766,"contains description",0,0,"not a 99 ending"
"not biddable",19.99,"for parts or not working","Unknown","Unknown","Unknown","Unknown","Unknown",0,11767,"no description",80,3,"99 ending"
